,name,location,url,followers,text,datetime,description
201,अनिल धनगर  انیل شکار,"Allahabad, India",False,109,"भगवाधारी #विश्वहिंदूपरिषद  गोंडा में ""हिंदुस्तान मुर्दाबाद"" के नारे लगा रहे हैं। लगता है  सोशल मीडिया में मुसलमानों… https://t.co/kEngb8k2Iu",Wed Feb 20 06:59:13 +0000 2019,जय संघर्ष
202,alok pranchal,"Jodhpur, India",False,133,"क्या बात है उंगली बहन..अबकी बार खुद के गले मे तख्ती नही टांगी तो 2-2 रु के भाड़े पर इन छोरियों के गले मे टँगवा दी...

एक तरफ इन सुअरो के पाले हुए पिल्लों ने कायराना हमले में हमारे जवानों की जाने ले ली,दूसरी तरफ तू दोस्ती का दम्भ भर रही है,थू!!#PulwamaAttack https://t.co/yfV2qHL746",Wed Feb 20 06:59:15 +0000 2019,हिन्दू तन मन हिन्दू जीवन रग-रग मेरा हिन्दू परिचय।#IndiaFirst #namoagain
203,Sanjay Jha,Mumbai.India,True,366987,No comment necessary.,Wed Feb 20 06:59:15 +0000 2019,"National Spokesperson,@INCindia. President, @ProfCong Maharashtra. TEDx Speaker/ Ex-Banker, Founder, http://CricketNext.com. XLRI. @DaleCarnegie Dog Whisperer"
204,@babu......... #Hyper_nationalist 🇮🇳🚩🤘😘,🔥🔥🔥,True,1097,"@narendramodi सरकार ने देश के आम नागरिकों को जो हिम्मत दी है,उसके परिणाम दिखाई देने लगे हैं।
अब सजग नागरिक खुल कर देशद्रोहियों के खिलाफ आवाज उठा रहे हैं,परिणाम स्वरूप अंदर की गंदगी और उसे फैलाने वाले #सुअर साफ हो रहे हैं।
@HMOIndia 
#शहीदों_को_श्रद्धांजलि #Pulwama #PulwamaAttack https://t.co/lb82K3ylin",Wed Feb 20 06:59:16 +0000 2019,".......





जिन्होंने नेहरू की बजाई थी..... 
#दिनकर की धरती से हू बे....

#फ्रेश_ट्वीट के लिए लाइक मे पधारे... 
#कॉपी_पेस्ट से इतर.#Army_Bhakt
👉#Proud_RW 👈"
205,Deepak Mahajan,"Chandigarh, India",False,46,Kudos to #CRPFJawans #CRPF @CRPFmadadgaar @crpfindia Your actions reinstate our faith in humanity and the Indian Fauj! 🙏🏿❣️ https://t.co/66q9JKaqBN,Wed Feb 20 06:59:16 +0000 2019,
206,Babita pal,,False,55,RT @Abhi_dubey_96: #PulwamaAttack https://t.co/2h0exIJ0uO,Wed Feb 20 06:59:17 +0000 2019,#Meraparivarbhajapaparivar
207,Mahipal Singh Gusain,,False,31,"अखिलेश यादव बोले- बुलेट ट्रेन नहीं, जवानों को बुलेट प्रूफ जैकेट की जरूरत

साईकिल छाप ये सवाल अपने बाप से पूछ कि रक्षामंत्री रहते क्या किया..?😡
या गद्दार कांग्रेस से सवाल कर..
बुलेट प्रूफ जैकेट मोदीने दिये हैं तूने क्या दिया.?यूपी को मदरसे और हज हाउस..
#PulwamaAttack
#ModiFor2019",Wed Feb 20 06:59:18 +0000 2019,
208,Zeeshan,,False,3,#BREAKING: #Pakistan’s ambassador to #Afghanistan Zahid Nasrullah has claimed that peace talks between the U.S. and Afghan Taliban would be affected if #India clashes with Pakistan in response to the recent #PulwamaAttack in the #Kashmir region. https://t.co/8kgtZ80KRr,Wed Feb 20 06:59:18 +0000 2019,
209,अनुराग द्विवेदी 🇮🇳🔥Indus🔥🇮🇳 🚩🚩🚩,💥हिन्दुस्तान 💥🇮🇳🚩,False,543,"After #PulwamaAttack देश भर से बड़ी आवाज़ें आ रही हैं कि हमारा देश ‘इजराइल’ क्यों नहीं बन जाता..
लोगों को बस प्रतिशोध चाहिए भारत रातोंरात इजराइल मोड में आ जाये.. 

कोई देश अपने हथियारों और तकनीकी शक्ति के कारण ‘इज़रायल’ नहीं बनता, बल्कि वह अपने नागरिकों के कारण ताक़तवर बनता है..",Wed Feb 20 06:59:19 +0000 2019,"⚡Pranus⚡
प्रत्येक मनुष्य में गुण और दोष दोनों ही होते हैं। आप ग्रहण क्या करते हैं, यह महत्वपूर्ण है।दृष्टिकोण बदलिए, दृश्य बदल जाऐंगे ।🙏राधे राधे🙏
⚡Indus⚡"
210,Captain ⛵🇮🇳,"मारवाड़🚩, आर्यवर्त, India",True,10942,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 06:59:19 +0000 2019,स्वतंत्र #क्षत्रिय🚩हुँ मेरे शब्दों की धार और👉#तलवार🗡 का वार सह नहीं पाओगे🙏🚩🇮🇳हिन्दूवादी 👉यहाँ सभी पार्टियों की थोक में बजाई जाती हैं 🚩RT सहमति नही🙏JSR
211,akshay kumar,"shimla,india",False,24,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 06:59:19 +0000 2019,"pursuing..B.tech engg. ...
fight against the evil....#proud himachali...left wing

HINDUSTAN ZINDABAD....pakistan murdabad"
212,News_Online,"Muzaffarnagar, India",False,396,"पाकिस्तान के प्रधानमंत्री इमरान को अब पता चला है कि डर क्या चीज होती है 😖 @narendramodi जी का खौफ 👹 तो देखा ही नहीं, पता नही क्या हालत होगी पाकिस्तान की, कही लूज मोशन चालू न हो जाये👖
#PulwamaAttack #TerroristAttack #TerroristNationPakistan",Wed Feb 20 06:59:20 +0000 2019,"खबरों की खबर लेने के लिए खबरची बना हूं,इस दुनिया में खबरची होना भी बहुत कुछ होना है,इतना🖕परिचय ही काफी है,72 घंटे बाद प्रत्येक खबर का पोस्टमार्टम किया जायेगा।"
213,कुलदीप शर्मा,चंबल,False,86,"ये पाकिस्तान के रेल मंत्री है।

नाम है- शेख राशिद अहमद।

इमरान सरकार में नंबर 3 की हैसियत रखते है ।

इनका कहना है… https://t.co/QL4ZsxFjZk",Wed Feb 20 06:59:21 +0000 2019,"🚩जननी जन्म भूमिश्च स्वर्गादपि गरीयसी 🚩
#राष्ट्रप्रथम #भिखारी_मुक्त_भारत।।
आओ मिलकर #जगसिरमौर बनाएं अपने #भारत #देश को 🇮🇳"
214,Rabindar Prasad,,False,82,"वादे के मुताबिक बो लाहौर तक घुसा तो था

लेकिन :-  बिरियानी की पत्तल चाट के बापस आ गया....!

बोलो कौन???

रिप्लाई करके जरूर बतायें!
#CRPF #PulwamaAttack
#चोकीदार_कमज़ोर_है",Wed Feb 20 06:59:22 +0000 2019,
215,Rajarshi,"ভারত, भारत, India",False,203,"Modi is treating MBS royally! 

This after MBS gave $20 billion to Pakistan days after the #PulwamaAttack. Is this how Modi and team are 'isolating' Pakistan internationally? 

MBS is important to Modi because Doval's son has Saudi and Pakistani business partners. https://t.co/pwswvW80l1",Wed Feb 20 06:59:22 +0000 2019,"Proud Indian. Proud Hindu. Supporter of Indian National Congress. Passionate Real Madrid CF fan. Studying Production Engineering from NIT, Agartala."
216,SmrithS,"Navi Mumbai, India",False,391,"Just a reminder to all those demonising Kashmiris over the #PulwamaAttack 

Naseer Ahmed, one of the soldiers killed in the terrorist attack is a KASHMIRI. He was a CRPF head constable. https://t.co/PZTcmiCMg6",Wed Feb 20 06:59:23 +0000 2019,NEWS.VIEWS. Life is like a Mumbai pothole
217,Abhijit Maind,महाराष्ट्र India,False,209,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:59:23 +0000 2019,"gold save best save_\/|\/_ 
gold appraisal"
218,iamgujarat,"Ahmedabad City, India",True,289,"#CRPF #PulwamaAttack #investigation 
https://t.co/cBR4JdJ7zl",Wed Feb 20 06:59:23 +0000 2019,IamGujarat is a Times Internet product. A Gujarati news brand India's largest digital products company which is a part of Times of India group.
219,Abhishek Dubey,"Mainpuri, India",False,54,RT @Arti95625450: #PulwamaAttack https://t.co/BvlDqneUiP,Wed Feb 20 06:59:23 +0000 2019,#meraparivarbhajapaparivar
220,A.praveen kumar,Erode,False,27,"RT @sunnewstamil: நியூசிலாந்து துணை பிரதமர் வின்ஸ்டன் கண்டன தீர்மானத்தை தாக்கல் செய்தார் 

#NewZealand #PulwamaAttack #sunnews https://t.co…",Wed Feb 20 06:59:24 +0000 2019,Be patient
221,SATISH KUMAR MAURYA,,False,54,सर जी सभी पार्टियों को चुनाव जीतना है।इसलिये 14.2.19 को कुछ पार्टियों के बड़े बड़े नेता जो देश भक्ति का पाठ सिखाते है।बो भी रैलियां कर रहे थे।उसी दिन। https://t.co/YSj4gAWnzq,Wed Feb 20 06:59:25 +0000 2019,
222,Chandan KK,Island City of Bombay,False,156,"@narendramodi @rajnathsingh #PulwamaAttack Pradhan Mantri ji Seema aapke kabze mein hai,BSF aapke kabze mein fir bh… https://t.co/w04KedbW8N",Wed Feb 20 06:59:25 +0000 2019,
223,@babu......... #Hyper_nationalist 🇮🇳🚩🤘😘,🔥🔥🔥,True,1097,"सभी देशवासियों का गुस्सा #पुलवामा_अटैक की वज़ह से सातवें आसमान पर है।
#शहीद हुए #CRPF के जवानों से व्यथित हुए लोग अब देशद्रोही #सुअरों को बख्शने के बिल्कुल भी मूड में नहीं है।
सभी की भावनाएं ऐसे #सुअरों को उनकी सही जगह दिखाने की है।
ये #सुअर जहन्नुम के लायक ही हैं।
#AbBadlaLo https://t.co/lbwSFaBW2z",Wed Feb 20 06:59:26 +0000 2019,".......





जिन्होंने नेहरू की बजाई थी..... 
#दिनकर की धरती से हू बे....

#फ्रेश_ट्वीट के लिए लाइक मे पधारे... 
#कॉपी_पेस्ट से इतर.#Army_Bhakt
👉#Proud_RW 👈"
224,Pradeep Kumar Yadav,"Faizabad, India",False,260,"शहीद अजय कुमार के परिजनों ने देश की अपील- इस बार 'नरेंद्र मोदी' को वोट न करें

#NarendraModi #PulwamaAttack #BJP #IndianArmy 
https://t.co/NB4ORLfxvR",Wed Feb 20 06:59:26 +0000 2019,Concentration Is The Essence Of All Knowledge
225,ashokaroraca,"Rohini, New Delhi",False,4,अभी तो पूरी तरह शुरुआत ही नही हुई है कि उनकी फटिक लग गई जब हमारी फोर्स कुछ करना शुरू करेगी तब क्या इनका हाल होगा यह… https://t.co/2buo334vYW,Wed Feb 20 06:59:27 +0000 2019,Chartered Accountant in practice
226,Sajjad AK,,False,664,"Omg tomatoes official statement after indian revenge 😥😥

RT and show some support tamatars 😂😂
#PulwamaAttack 
#PulwamaDrama https://t.co/90liwZ0MrC",Wed Feb 20 06:59:28 +0000 2019,
227,Jinny🇮🇳, India,False,1705,डर किसे कहते है ये कल देखा जब एक आतंकवादी देश के प्रधानमंत्री की प्रेस कॉन्फ्रेंस में 15 कट दिखे फिर भी डर नही छुपा सके #पाकिस्तान #PulwamaAttack,Wed Feb 20 06:59:29 +0000 2019,ARMY🇮🇳 #जिनिका 🖋️वन्दे मातरम🙏 blesd 2 b FOLWD by VIPs ●  RTs Not Endorsed ● #JINIKA_SPEAKS ● #हिन्दी_शब्द ● शब्दशक्ति ● TFZ ●  See my tweets in my Likes
228,ArYaaRU...,,False,14,"I want to tell the terrorists and their supporters they have made a big mistake. They will pay a heavy price. We have complete trust in the bravery of our soliders. 

- @narendramodi 

#Pulwama #CRPF #KashmirTerrorAttack #RIPBravehearts #PulwanaAttack https://t.co/ggqYkodebo",Wed Feb 20 06:59:29 +0000 2019,
229,तरुण दीक्षित,kashganj,False,1729,"""पुलवामा के फ़ौजी"", 
https://t.co/6jrRxpaddK
दिल को दहला देता है यह दर्द!!!
#Pakistan #Kashmir #Badla #PulwamaAttack #PulwamaEncounter #ModiUnstoppable #KashIndiraHoti #IndianArmy #SurgicalStrike #AttackIsTheBestDefence #sacrifice #HowsTheJosh https://t.co/ZMRIyL2lnZ",Wed Feb 20 06:59:29 +0000 2019,"नज़र वाले को हिन्दू और मुस्लमान दिखता है में तो अँधा हु साहब मुझे तो हर सख्स में इंसान दिखता है
@RahulGandhi"
230,Sehrish Mansoor,"Karachi, Pakistan",True,2836,"‘‘بھارتی حکومت کان کھول کر سن لے’’
شیخ رشید احمد کا بھارت کو منہ توڑ جواب سامنے آگیا

#SheikhRasheed #PulwamaAttack #IndianMedia #Modi https://t.co/NY5AKLwpz8",Wed Feb 20 06:59:29 +0000 2019,"NewsAnchor @ #ARYNews,worked in #SamaaTV, #DawnNews, #JaagTV, #CNBCPakistan, #AajTV. All tweets representing my views. RTs are not endorsement."
231,Gaurav Lakhera INC,,False,72,"पुलवामा आतंकी हमले में सीआरपीएफ के 50 के करीब जवान शहीद होते हैं। सऊदी अरब के राजकुमार पाकिस्तान जाते हैं और वहां *20 अरब डॉलर* देकर आते हैं। और हमारे प्रधानमंत्री सारे नियमों को तोड़कर राजकुमार से गले मिलने हवाई अड्डे पहुंच जाते हैं।

#PulwamaAttack https://t.co/EvMW6w6FLA",Wed Feb 20 06:59:29 +0000 2019,
232,Tariq Niazi,U.S.A,False,14561,"India claims the biggest Democratic state. But India is killing innocent people. The brutal use of pellet guns against protesters among the human rights violations in Indian-held Kashmir.
#PulwamaDrama #PulwamaAttack #StopBlamingPakistan https://t.co/rKp3Sf7RXO",Wed Feb 20 06:59:29 +0000 2019,"Proud RESISTER, Dad,Former Member President's Advisory Commission & UN,Foreign Policy,National Security, Sits in a Tank & Think, Native Pakistani #Disgustedby45"
233,sane,,False,0,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:59:30 +0000 2019,I speak for me
234,Rajendra Kumar R Yadav 🇮🇳,"Pune, India",True,35,"RT @ZeeNews: Pakistan Army asks #MasoodAzhar and #hafizsaeed to lay low over #Pulwamaattack aftermath: Sources 

https://t.co/kEtqN96zFm",Wed Feb 20 06:59:30 +0000 2019,A Proud Indian 🇮🇳 | Big Fan of @adgpi | Full stack developer 🌎 | 🖥️ Linux Enthusiasts | International Politics 🌐 | RTs ≠ 🙋
235,Ansari,,False,74,"पटना (बिहार): अनीसाबाद मे
कर्नल महबूब की बेवा रहती हैं
पिछले 2दिन से  #PulwamaAttack
के विरोध वाली ""देशभक्त"" भीड़
कर्नल के घर मे
घुसने की कोशिश कर रही है?
पड़ोसी किसी तरह बचाव कर रहे हैं
बार बार अनुरोध के बावजूद
पुलिस सुरक्षा नहीं दी गयी है
कर्नल महबूब आजाद हिंद फौज में कर्नल थे!",Wed Feb 20 06:59:31 +0000 2019,
236,Anysha Jain,,False,43,"We don’t have to sacrifice our brave soldiers for the Pakistan brainwashed Stone Peltors. Let the anti nationals die if they choose to, why sacrifice our soldiers for that pigs..
#AvengePulwama #PulwamaAttack #PulwamaTerrorAttack #StandWithForces https://t.co/irdR2zwcvA",Wed Feb 20 06:59:31 +0000 2019,
237,Dog Lover,"Edison, 08837",True,131,The latest The #EssentialPaw Daily! https://t.co/I9KEItMtQK #pulwamaattack #indvaus,Wed Feb 20 06:59:32 +0000 2019,
238,Chandra Shekhar Jha,Mumbai,False,1473,A terrorist country is destined to be ruled by an idiot. @ImranKhanPTI #PulwamaAttack #Pakistan https://t.co/bv5sNJ335M,Wed Feb 20 06:59:33 +0000 2019,"Corporate Communications professional, an actor, writer, thinker, public speaker, soft skills trainer, comedy improviser and a wholesome entertainer."
239,umer toqir,Bahrain,False,240,"PM #ImranKhan hs given shut up call to Indian fake propaganda on #PulwamaAttack &amp; without mincing, spoke candidly not as a tiny politician but as #PMIKTheStatesman
His words as Chief Executive of the country &amp; caution that #StopBlamingPakistan made this nation proud. Well done 👏",Wed Feb 20 06:59:34 +0000 2019,"Software Engineer @Batelco. Have faith that humankind has only two groups, GOOD and BAD rather than dividing it on the bases of gender, race, nationality etc."
240,New Revolution Production,"New Delhi, India",True,4,@ArmaanMalik22 @AmaalMallik @kumaarofficial @taapsee @SrBachchan @ZeeMusicCompany @RedChilliesEnt @BadlaTheFilm Wat… https://t.co/wF7rD5ZVR5,Wed Feb 20 06:59:34 +0000 2019,"We are a media production house..which promote talents like new singers,actors,rappers,dancers.
https://www.facebook.com/Nrp.org/"
241,भगवा प्रेमी🚩🚩💯%Follow Back,India,False,3132,"@INCIndia hi asli gaddaron ki sargahna hai.......

#boycottcongress #PulwamaAttack",Wed Feb 20 06:59:35 +0000 2019,"🚩🚩 मेरे लिए राष्ट्र सर्बोपरी है।🚩🚩

#ElectricalEngineer

#जयहिंद 

#Follow_back_compulsory                  
                                💯% #FollowBack"
242,Reena,India 😊,False,15,"RT @SushantBSinha: State Bank of india decides to waive off outstanding loans of 23 CRPF jawans.
#PulwamaAttack",Wed Feb 20 06:59:36 +0000 2019,
243,Rohit Sinha,"New Delhi, India",True,484,"RT @RajivRanjanRa16: lo kallo bat ...😂😂😂😂

jab #ImranKhan met #Kejriwal 

#Pakistan #PulwamaAttack
https://t.co/bL9RvWDqmg",Wed Feb 20 06:59:38 +0000 2019,हम☝️#बन्दे #खानदानी #हैं! इसलिए ☝️ #Follow और #Unfollow का खेल मत 🚫 खेलना वरना #Block और #Follow_Back पाने की उम्मीद से #Follow मत 🚫 करना #I_Love #My INDIA
244,mandar desai,"Ahmedabad, India",False,53,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:59:38 +0000 2019,"Company Secretary by Profession.

ProudModiBhakt.
BJP Supporter. 

#India First#"
245,Sardar Mohammad Yunus Sahir,,False,589,"RT @Squad_Leader130: انڈیا کی اوقات کا اندازہ اس بات سے لگائے کہ عمران خان نے سب کاموں سے فارغ ھو کر 5 دن بعد جواب دینا مناسب سمجھا۔۔😂😂😂
#P…",Wed Feb 20 06:59:39 +0000 2019,take care of our Global Village..THE sweetest things turn sourcest by their deeds / Lillies that fester smell far more worse than weeds.. W.Shakespear.
246,RafiAnsari رفیع انصاری,"Lucknow, India",True,113,"#AIMIM ki janib Maine #CRPF ke liye Bharat sarkar se @PMOIndia se @HMOIndia se mutalba Kiya ki jald hi Eileen kanoon banaiye aur #crpf #bsf ke jawano ko bhi sarkari dastawezo me #Shaheed ka darja dijiye aur pension bahali kijiye 
@asadowaisi 
@brajeshlive https://t.co/wJ9PotvTVM",Wed Feb 20 06:59:39 +0000 2019,"1857 में  अंग्रेजों के खिलाफ जंग का पहला फतवा देने वाले
फजल हक खैराबादी और
मौलाना मोहदिस अब्दुल अज़ीज़ थे"
247,AADIL-MAJEED  (عادل مجید),"Handwara, Jammu And Kashmir",True,119,"RT @htTweets: Hotel in Agra says no rooms for Kashmiris after #PulwamaAttack
https://t.co/hWgKSSzQNM

#PulwamaTerrorAttack https://t.co/P9O…",Wed Feb 20 06:59:39 +0000 2019,Following my Heart but I've my brains with me! Proud Kashmiri and a loyal companion...!
248,Dukes Waffy,"Hyderabad, India",True,717,We salute the martyrs and pledge our support to their families. Their sacrifice for the country has touched all our… https://t.co/qgWREyre0D,Wed Feb 20 06:59:41 +0000 2019,Crunchy wafers with layers of deliciously creamy fillings to make every bite a true delight. #Dukeswaffy #Dukesindia #Dukes
249,Cool Hasan🙏🇮🇳🙏,"Deoria, India",False,109,"So awesome 👇👇👇👇
हर हिन्दुस्तानी की दिल की आवाज 👇👇
👇
आप भी सुनें व देखें 👇
👇
#GoBackModi 
#BikaooBollywood #BJPFailedNationalSecurity 
#PulwamaAttack 
#BJP_भगाओ_देश_बचाओ https://t.co/s3PWSKTQIK",Wed Feb 20 06:59:41 +0000 2019,"माननीय पीएम साहब, एचएम साहब & डीएम साहिबा👇
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳40
से ज़्याद जवान शहीद हो गये इसकी नैतिक जिम्मेदारी लीजिए और अपने पद से इस्तीफ़ा दिजिए।"
250,Jinny🇮🇳, India,False,1705,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 06:59:41 +0000 2019,ARMY🇮🇳 #जिनिका 🖋️वन्दे मातरम🙏 blesd 2 b FOLWD by VIPs ●  RTs Not Endorsed ● #JINIKA_SPEAKS ● #हिन्दी_शब्द ● शब्दशक्ति ● TFZ ●  See my tweets in my Likes
251,Dinesh Kumar Sharma,"नोएडा, भारत",False,13,"कांग्रेस पार्टी कर रही है आतंकवादियों के फंडिंग  कांग्रेसी कारपोरेटर के कारनामे

कांग्रेस की 4 करोड़ आतंकवादी फंड में पहुंचाया जा रहा है  #PulwamaAttack 
#PakistanAndCongress https://t.co/zCRTRMVNZc",Wed Feb 20 06:59:42 +0000 2019,
252,Laura Whittaker,,False,3298,RT @WinterS62718610: #PulwamaAttack #PulwamaAttack https://t.co/5DTNFUgvYn,Wed Feb 20 06:59:42 +0000 2019,4th generation African - whistleblower and survivor
253,Surya Pratap Singh 🇮🇳,,False,28,@ReallySwara Good going Swara.. U have all the qualities to be the 4th wife of Imran Khan..Hope he noticed u .. You… https://t.co/FUp6wrsIub,Wed Feb 20 06:59:42 +0000 2019,Entrepreneur by Profession.. Stock Market trader by Passion ...Believes in Karma Only..
254,Darryl Dick,,False,2416,@rahulkanwal @narendramodi @AnthonySald @scrapravi @KPadmaRani1 @Puneetvizh @RanjitOne @Tamil1947 @priyankac19… https://t.co/5oDVkWvBeD,Wed Feb 20 06:59:42 +0000 2019,Don't vote for a party that makes you stand in line at a bank for your own money.
255,Aditi Chaturvedi,,False,1093,"#PulwamaTerrorAttacks में वीरगति को प्राप्त हुए जवान सूखजिंदर सिंह जी के पंजाब में तरनतारन स्थित निवास पर उनके परिवार से भेंट हुई।

उनके 7 महीने के पुत्र को गोद में लेते ही आँखें नम्म हो गयी।

परिवार की स्थिति वह अपने दिल की भावना की शब्दों में व्याख्या नहीं कर सकता।

#CRPF https://t.co/adyAXie1dg",Wed Feb 20 06:59:42 +0000 2019,Entrepreneur | BJYM National Executive Committee Member & Co- Incharge Culture @bjym | @LSEalumni | Co- Founder @ilead_india -Women Leadership Foundation
256,Deepak Srivastava,"गोरखपुर, भारत",True,38,"Single message for war lovers
#PulwamaAttack #pulwamadrama #Peace #PakistanZindabad #indianpm #ModiBehindPulwama #pieceofyourlovechallenge #wewantpeace #LoveWins @ImranKhanPTI @narendramodi https://t.co/IS4atyIOmz",Wed Feb 20 06:59:43 +0000 2019,Dr. Strange💜
257,Vikash Sharma,INDIA,False,6773,"क्या बात है उंगली बहन..अबकी बार खुद के गले मे तख्ती नही टांगी तो 2-2 रु के भाड़े पर इन छोरियों के गले मे टँगवा दी...

एक तरफ इन सुअरो के पाले हुए पिल्लों ने कायराना हमले में हमारे जवानों की जाने ले ली,दूसरी तरफ तू दोस्ती का दम्भ भर रही है,थू!!#PulwamaAttack https://t.co/yfV2qHL746",Wed Feb 20 06:59:44 +0000 2019,Fan of PM Modi and CM Yogi.
258,Narendar Pandey,"Mumbai, India",False,358,"गर्व कीजिये #हिंदुओं पर जो अत्याचार के विरोध में क्रांतिकारी बनते हैं, आतंकी नहीं.

साथ ही गौरवान्वित हों हिंदुओं के पवित्र धर्मग्रन्थों पर जिसे पढ़ कर दानव एक मानव बनता है न कि मानव एक दानव.

#PulwamaAttack #CRPF #Pulwama @ImranKhanPTI #ImranKhan",Wed Feb 20 06:59:44 +0000 2019,
259,प्रहार,भारत बर्ष,False,538,True friend of India.,Wed Feb 20 06:59:45 +0000 2019,"नमस्ते सदा बत्सले मातृभूमे...🙏 जिबे दया🙏
यत्र नार्यस्तु पूज्यन्ते रमन्ते तत्र देबताः।"
260,NehaA S 🇮🇳🇮🇳🚩🚩,दिल जान हिंदुस्तान 🇮🇳🇮🇳,True,15157,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 06:59:46 +0000 2019,"People know me, know me well. No need of description/ I believe, Hinduism is not only a religion, it is a practice of beliefs & morals/ NAMO bhakt. जय श्रीराम🚩"
261,राई रविन्द्र 🇮🇳,,False,443,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 06:59:46 +0000 2019,painting..landscapes.. nature..himalayas..bliss
262,Owais Riaz,,False,0,"پاکستان دشمنی میں بھارتی میڈیا سنسنی پھیلا رہا ہےاوراپنےآپ کو دھوکا دے رہا، مزید جانیےاس ویڈیو میں 
#DunyaPrograms  @nuqtaenazar
@pmln_org @PTIofficial @MediaCellPPP
#India #Hoax #PulwamaAttack https://t.co/oihx1dSWzn",Wed Feb 20 06:59:48 +0000 2019,"Pakistani, Science Student, Fashion Designer, Cricket Lover, 23 August 🎂"
263,Sanjeev Anand,"Meerut, India",False,567,"#PulwamaAttack पर हुई सर्वदलीय बैठक मे उपस्थित रहने के मोदी के पास समय नही था! 
और उसी वक्त चुनावी रैली करने का समय मिल रहा था इससे यह साफ पता चलता जवानो की शहादत का मोदी को कुछ फर्क नही पडा पर शहिदो के नाम पर वोटों की राजनिति कर वोट मागें जा रहे हैं
#kashindirahoti",Wed Feb 20 06:59:48 +0000 2019,"Co-ordinator,
U.P.Congress Sewa Dal (Social Media)"
264,त्रिलोक विजयी,Hindustan,False,277,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:59:49 +0000 2019,देशभक्त सर्वोपरि
265,Amit Dhariwal,"London, England",False,145,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 06:59:51 +0000 2019,Proud  Indian 🇮🇳
266,LoksattaLive,Mumbai,True,133320,#PulwamaTerrorAttack : पाकिस्तानचे पंतप्रधान इम्रान खान यांना एक संधी दिली पाहिजे – मेहबुबा मुफ्ती… https://t.co/vaRpZzSqbE,Wed Feb 20 06:59:52 +0000 2019,Leading International Marathi News Daily. Visit us on http://www.facebook.com/LoksattaLive & http://www.YouTube.com/LoksattaLive
